step,time_seconds,total_energy,relative_energy_drift,momentum_x,momentum_y,momentum_z,momentum_drift,center_of_mass_x,center_of_mass_y,center_of_mass_z,center_of_mass_drift
76584,2.75702400000000000e+08,-1.97268632471845338e+35,1.93735638013509571e-12,1.42144863238881280e+16,3.18360656733701825e+31,0.00000000000000000e+00,1.85193904233347968e+17,1.50861297265461302e+09,4.40817356550250053e+09,0.00000000000000000e+00,4.40817356550250053e+09
76608,2.75788800000000000e+08,-1.97268632471858251e+35,2.00281392748979049e-12,2.12513607416545280e+16,3.18360656733701870e+31,0.00000000000000000e+00,1.90341248483384384e+17,1.50861297265461397e+09,4.40955500504042053e+09,0.00000000000000000e+00,4.40955500504042053e+09
76632,2.75875200000000000e+08,-1.97268632471870684e+35,2.06584019451416819e-12,2.70567821363118080e+16,3.18360656733701735e+31,0.00000000000000000e+00,1.77712167469551808e+17,1.50861297265461326e+09,4.41093644457833958e+09,0.00000000000000000e+00,4.41093644457833958e+09
76656,2.75961600000000000e+08,-1.97268632471883006e+35,2.12830539684693414e-12,3.36010753448345600e+16,3.18360656733701735e+31,0.00000000000000000e+00,1.78825549828550624e+17,1.50861297265461373e+09,4.41231788411626530e+09,0.00000000000000000e+00,4.41231788411626530e+09
76680,2.76048000000000000e+08,-1.97268632471894369e+35,2.18590803851906551e-12,3.96879717162024960e+16,3.18360656733701555e+31,0.00000000000000000e+00,1.62545645476645696e+17,1.50861297265461445e+09,4.41369932365418530e+09,0.00000000000000000e+00,4.41369932365418530e+09
76704,2.76134400000000000e+08,-1.97268632471905954e+35,2.24463280957442041e-12,4.47545212969943040e+16,3.18360656733701645e+31,0.00000000000000000e+00,1.72538650521911328e+17,1.50861297265461397e+09,4.41508076319210625e+09,0.00000000000000000e+00,4.41508076319210625e+09
76728,2.76220800000000000e+08,-1.97268632471916911e+35,2.30017821404397561e-12,3.74009875304284160e+16,3.18360656733701465e+31,0.00000000000000000e+00,1.53252660422675648e+17,1.50861297265461397e+09,4.41646220273002625e+09,0.00000000000000000e+00,4.41646220273002625e+09
76752,2.76307200000000000e+08,-1.97268632471926946e+35,2.35104807941676709e-12,4.85544334825881600e+16,3.18360656733701645e+31,0.00000000000000000e+00,1.73563105982274400e+17,1.50861297265461397e+09,4.41784364226794624e+09,0.00000000000000000e+00,4.41784364226794624e+09
76776,2.76393600000000000e+08,-1.97268632471936576e+35,2.39986070758698240e-12,5.03840208312074240e+16,3.18360656733701600e+31,0.00000000000000000e+00,1.69777950280512320e+17,1.50861297265461421e+09,4.41922508180586720e+09,0.00000000000000000e+00,4.41922508180586720e+09
76800,2.76480000000000000e+08,-1.97268632471945061e+35,2.44287566727721048e-12,6.09041480857681920e+16,3.18360656733701555e+31,0.00000000000000000e+00,1.68983037665105536e+17,1.50861297265461445e+09,4.42060652134378242e+09,0.00000000000000000e+00,4.42060652134378242e+09
76824,2.76566400000000000e+08,-1.97268632471953436e+35,2.48532956227582681e-12,4.90821990639206400e+16,3.18360656733701555e+31,0.00000000000000000e+00,1.65090926550866592e+17,1.50861297265461540e+09,4.42198796088170528e+09,0.00000000000000000e+00,4.42198796088170528e+09
76848,2.76652800000000000e+08,-1.97268632471960446e+35,2.52086365941123239e-12,5.20728706914713600e+16,3.18360656733701510e+31,0.00000000000000000e+00,1.61734502700790560e+17,1.50861297265461564e+09,4.42336940041962337e+09,0.00000000000000000e+00,4.42336940041962337e+09
76872,2.76739200000000000e+08,-1.97268632471966976e+35,2.55396647621632088e-12,5.43246705051566080e+16,3.18360656733701600e+31,0.00000000000000000e+00,1.70988808615728992e+17,1.50861297265461564e+09,4.42475083995754337e+09,0.00000000000000000e+00,4.42475083995754337e+09
76896,2.76825600000000000e+08,-1.97268632471972694e+35,2.58295481861625743e-12,4.39452807389511680e+16,3.18360656733701600e+31,0.00000000000000000e+00,1.67979732544011968e+17,1.50861297265461636e+09,4.42613227949546051e+09,0.00000000000000000e+00,4.42613227949546051e+09
76920,2.76912000000000000e+08,-1.97268632471977490e+35,2.60726762191942945e-12,4.74637179478343680e+16,3.18360656733701735e+31,0.00000000000000000e+00,1.81940510960549312e+17,1.50861297265461612e+09,4.42751371903338337e+09,0.00000000000000000e+00,4.42751371903338337e+09
76944,2.76998400000000000e+08,-1.97268632471981327e+35,2.62671786456196731e-12,4.82729585058775040e+16,3.18360656733701600e+31,0.00000000000000000e+00,1.69163475281287424e+17,1.50861297265461540e+09,4.42889515857130337e+09,0.00000000000000000e+00,4.42889515857130337e+09
76968,2.77084800000000000e+08,-1.97268632471984242e+35,2.64149256810774146e-12,4.32415932971745280e+16,3.18360656733701735e+31,0.00000000000000000e+00,1.80884992185732320e+17,1.50861297265461564e+09,4.43027659810922432e+09,0.00000000000000000e+00,4.43027659810922432e+09
76992,2.77171200000000000e+08,-1.97268632471986492e+35,2.65290088350384547e-12,4.13064528322887680e+16,3.18360656733701465e+31,0.00000000000000000e+00,1.54252283950555392e+17,1.50861297265461540e+09,4.43165803764714622e+09,0.00000000000000000e+00,4.43165803764714622e+09
77016,2.77257600000000000e+08,-1.97268632471987599e+35,2.65851153041996225e-12,4.07435028788674560e+16,3.18360656733701645e+31,0.00000000000000000e+00,1.71541982541415840e+17,1.50861297265461516e+09,4.43303947718506622e+09,0.00000000000000000e+00,4.43303947718506622e+09
77040,2.77344000000000000e+08,-1.97268632471987341e+35,2.65720237947286828e-12,4.04620279021568000e+16,3.18360656733701825e+31,0.00000000000000000e+00,1.89028850299877184e+17,1.50861297265461540e+09,4.43442091672299004e+09,0.00000000000000000e+00,4.43442091672299004e+09
77064,2.77430400000000000e+08,-1.97268632471986751e+35,2.65421003445093944e-12,3.13492755311493120e+16,3.18360656733701780e+31,0.00000000000000000e+00,1.82851394422275584e+17,1.50861297265461516e+09,4.43580235626091099e+09,0.00000000000000000e+00,4.43580235626091099e+09
77088,2.77516800000000000e+08,-1.97268632471984795e+35,2.64429789156579985e-12,4.73581648315678720e+16,3.18360656733701645e+31,0.00000000000000000e+00,1.73232256013749024e+17,1.50861297265461540e+09,4.43718379579883289e+09,0.00000000000000000e+00,4.43718379579883289e+09
77112,2.77603200000000000e+08,-1.97268632471982065e+35,2.63045829583937877e-12,5.67875765513748480e+16,3.18360656733701645e+31,0.00000000000000000e+00,1.76043879751547712e+17,1.50861297265461636e+09,4.43856523533675098e+09,0.00000000000000000e+00,4.43856523533675098e+09
77136,2.77689600000000000e+08,-1.97268632471978339e+35,2.61156911788845226e-12,6.15374667833671680e+16,3.18360656733701780e+31,0.00000000000000000e+00,1.90364689961023744e+17,1.50861297265461731e+09,4.43994667487467194e+09,0.00000000000000000e+00,4.43994667487467194e+09
77160,2.77776000000000000e+08,-1.97268632471973653e+35,2.58781737927689159e-12,7.19872252937502720e+16,3.18360656733701780e+31,0.00000000000000000e+00,1.93994886456668832e+17,1.50861297265461731e+09,4.44132811441258907e+09,0.00000000000000000e+00,4.44132811441258907e+09
77184,2.77862400000000000e+08,-1.97268632471968119e+35,2.55976414469630811e-12,6.90317380382883840e+16,3.18360656733701870e+31,0.00000000000000000e+00,2.01354293218268416e+17,1.50861297265461636e+09,4.44270955395051193e+09,0.00000000000000000e+00,4.44270955395051193e+09
77208,2.77948800000000000e+08,-1.97268632471961589e+35,2.52666132789121961e-12,6.42818478062960640e+16,3.18360656733701690e+31,0.00000000000000000e+00,1.82811256286544960e+17,1.50861297265461636e+09,4.44409099348842812e+09,0.00000000000000000e+00,4.44409099348842812e+09
77232,2.78035200000000000e+08,-1.97268632471954100e+35,2.48869595042549655e-12,6.82224974802452480e+16,3.18360656733701555e+31,0.00000000000000000e+00,1.71756399959114656e+17,1.50861297265461612e+09,4.44547243302634811e+09,0.00000000000000000e+00,4.44547243302634811e+09
77256,2.78121600000000000e+08,-1.97268632471946131e+35,2.44829929262945641e-12,7.46612375725015040e+16,3.18360656733701420e+31,0.00000000000000000e+00,1.62306770746006848e+17,1.50861297265461612e+09,4.44685387256426620e+09,0.00000000000000000e+00,4.44685387256426620e+09
77280,2.78208000000000000e+08,-1.97268632471937240e+35,2.40322709573665215e-12,7.36760751540142080e+16,3.18360656733701600e+31,0.00000000000000000e+00,1.78084718312472032e+17,1.50861297265461612e+09,4.44823531210218525e+09,0.00000000000000000e+00,4.44823531210218525e+09
77304,2.78294400000000000e+08,-1.97268632471927537e+35,2.35404042443869593e-12,7.96574184091156480e+16,3.18360656733701825e+31,0.00000000000000000e+00,2.01097078177042080e+17,1.50861297265461564e+09,4.44961675164010334e+09,0.00000000000000000e+00,4.44961675164010334e+09
77328,2.78380800000000000e+08,-1.97268632471917686e+35,2.30410566688525751e-12,9.19719486402068480e+16,3.18360656733701870e+31,0.00000000000000000e+00,2.10325961016509792e+17,1.50861297265461612e+09,4.45099819117802143e+09,0.00000000000000000e+00,4.45099819117802143e+09
77352,2.78467200000000000e+08,-1.97268632471906729e+35,2.24856026241570191e-12,9.35904297562931200e+16,3.18360656733701825e+31,0.00000000000000000e+00,2.07011833202129024e+17,1.50861297265461636e+09,4.45237963071594143e+09,0.00000000000000000e+00,4.45237963071594143e+09
77376,2.78553600000000000e+08,-1.97268632471894812e+35,2.18815229728551214e-12,1.07840100452270080e+17,3.18360656733701825e+31,0.00000000000000000e+00,2.13832218828908384e+17,1.50861297265461731e+09,4.45376107025385952e+09,0.00000000000000000e+00,4.45376107025385952e+09
77400,2.78640000000000000e+08,-1.97268632471882637e+35,2.12643518120822841e-12,1.08930815987023872e+17,3.18360656733701690e+31,0.00000000000000000e+00,2.02863801944240096e+17,1.50861297265461779e+09,4.45514250979177952e+09,0.00000000000000000e+00,4.45514250979177952e+09
77424,2.78726400000000000e+08,-1.97268632471869798e+35,2.06135167698127493e-12,1.14454762404970496e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.24949034215153248e+17,1.50861297265461707e+09,4.45652394932969856e+09,0.00000000000000000e+00,4.45652394932969856e+09
77448,2.78812800000000000e+08,-1.97268632471856406e+35,1.99346284929626266e-12,1.20963871241404416e+17,3.18360656733701780e+31,0.00000000000000000e+00,2.16988740517912000e+17,1.50861297265461707e+09,4.45790538886762047e+09,0.00000000000000000e+00,4.45790538886762047e+09
77472,2.78899200000000000e+08,-1.97268632471843087e+35,1.92594806473899170e-12,1.28422958124236800e+17,3.18360656733701690e+31,0.00000000000000000e+00,2.13963210952379584e+17,1.50861297265461707e+09,4.45928682840554142e+09,0.00000000000000000e+00,4.45928682840554142e+09
77496,2.78985600000000000e+08,-1.97268632471829769e+35,1.85843328018172114e-12,1.38344951053287424e+17,3.18360656733701735e+31,0.00000000000000000e+00,2.23581910022011136e+17,1.50861297265461707e+09,4.46066826794345951e+09,0.00000000000000000e+00,4.46066826794345951e+09
77520,2.79072000000000000e+08,-1.97268632471815528e+35,1.78624295652768607e-12,1.19802786962472960e+17,3.18360656733701510e+31,0.00000000000000000e+00,1.94420094809659552e+17,1.50861297265461636e+09,4.46204970748137951e+09,0.00000000000000000e+00,4.46204970748137951e+09
77544,2.79158400000000000e+08,-1.97268632471801324e+35,1.71423965443752185e-12,1.37078313658089472e+17,3.18360656733701600e+31,0.00000000000000000e+00,2.12312192117358464e+17,1.50861297265461707e+09,4.46343114701929951e+09,0.00000000000000000e+00,4.46343114701929951e+09
77568,2.79244800000000000e+08,-1.97268632471787231e+35,1.64279741703896918e-12,1.38274582309109760e+17,3.18360656733701375e+31,0.00000000000000000e+00,1.96497470064802688e+17,1.50861297265461731e+09,4.46481258655722046e+09,0.00000000000000000e+00,4.46481258655722046e+09
77592,2.79331200000000000e+08,-1.97268632471772326e+35,1.56724070523526436e-12,1.43481869378256896e+17,3.18360656733701600e+31,0.00000000000000000e+00,2.16501846843420096e+17,1.50861297265461636e+09,4.46619402609513855e+09,0.00000000000000000e+00,4.46619402609513855e+09
77616,2.79417600000000000e+08,-1.97268632471758380e+35,1.49654655409219391e-12,1.35424648169914368e+17,3.18360656733701510e+31,0.00000000000000000e+00,2.04416977851073856e+17,1.50861297265461659e+09,4.46757546563306046e+09,0.00000000000000000e+00,4.46757546563306046e+09
77640,2.79504000000000000e+08,-1.97268632471744102e+35,1.42416920887428858e-12,1.28985908077658112e+17,3.18360656733701375e+31,0.00000000000000000e+00,1.90075669436483424e+17,1.50861297265461707e+09,4.46895690517097855e+09,0.00000000000000000e+00,4.46895690517097855e+09
77664,2.79590400000000000e+08,-1.97268632471729640e+35,1.35085675583703039e-12,1.50553928168112128e+17,3.18360656733701510e+31,0.00000000000000000e+00,2.14739262336141952e+17,1.50861297265461779e+09,4.47033834470889950e+09,0.00000000000000000e+00,4.47033834470889950e+09
77688,2.79676800000000000e+08,-1.97268632471716100e+35,1.28221984189653611e-12,1.50729850028556288e+17,3.18360656733701600e+31,0.00000000000000000e+00,2.21371837720979392e+17,1.50861297265461755e+09,4.47171978424682045e+09,0.00000000000000000e+00,4.47171978424682045e+09
77712,2.79763200000000000e+08,-1.97268632471702191e+35,1.21171271231733631e-12,1.57872277562589184e+17,3.18360656733701600e+31,0.00000000000000000e+00,2.26295512260256192e+17,1.50861297265461731e+09,4.47310122378474236e+09,0.00000000000000000e+00,4.47310122378474236e+09
77736,2.79849600000000000e+08,-1.97268632471689020e+35,1.14494601401554756e-12,1.54459393469972480e+17,3.18360656733701600e+31,0.00000000000000000e+00,2.23927905981912704e+17,1.50861297265461755e+09,4.47448266332266426e+09,0.00000000000000000e+00,4.47448266332266426e+09
77760,2.79936000000000000e+08,-1.97268632471676440e+35,1.08117166073568765e-12,1.35917229379158016e+17,3.18360656733701555e+31,0.00000000000000000e+00,2.08133238591484832e+17,1.50861297265461779e+09,4.47586410286058331e+09,0.00000000000000000e+00,4.47586410286058331e+09
77784,2.80022400000000000e+08,-1.97268632471663970e+35,1.01795837214743949e-12,1.34333932635160576e+17,3.18360656733701375e+31,0.00000000000000000e+00,1.93744680149771104e+17,1.50861297265461779e+09,4.47724554239849949e+09,0.00000000000000000e+00,4.47724554239849949e+09
77808,2.80108800000000000e+08,-1.97268632471652533e+35,9.59981687347567011e-13,1.29161829938102272e+17,3.18360656733701465e+31,0.00000000000000000e+00,1.96901808959023840e+17,1.50861297265461755e+09,4.47862698193642044e+09,0.00000000000000000e+00,4.47862698193642044e+09
77832,2.80195200000000000e+08,-1.97268632471641354e+35,9.03314153494788396e-13,1.15967690404790272e+17,3.18360656733701420e+31,0.00000000000000000e+00,1.84980249356412640e+17,1.50861297265461731e+09,4.48000842147434425e+09,0.00000000000000000e+00,4.48000842147434425e+09
77856,2.80281600000000000e+08,-1.97268632471631245e+35,8.52070244994255905e-13,1.29654411147345920e+17,3.18360656733701285e+31,0.00000000000000000e+00,1.84031988541764320e+17,1.50861297265461755e+09,4.48138986101226521e+09,0.00000000000000000e+00,4.48138986101226521e+09
77880,2.80368000000000000e+08,-1.97268632471621210e+35,8.01200379621464518e-13,1.22652721101668352e+17,3.18360656733701285e+31,0.00000000000000000e+00,1.79168067663617728e+17,1.50861297265461731e+09,4.48277130055018616e+09,0.00000000000000000e+00,4.48277130055018616e+09
77904,2.80454400000000000e+08,-1.97268632471612024e+35,7.54632010217695939e-13,1.14947343614214144e+17,3.18360656733701105e+31,0.00000000000000000e+00,1.60901826609415808e+17,1.50861297265461659e+09,4.48415274008810329e+09,0.00000000000000000e+00,4.48415274008810329e+09
77928,2.80540800000000000e+08,-1.97268632471604239e+35,7.15170460241008456e-13,1.17480618404610048e+17,3.18360656733701060e+31,0.00000000000000000e+00,1.59638227353077824e+17,1.50861297265461540e+09,4.48553417962602520e+09,0.00000000000000000e+00,4.48553417962602520e+09
77952,2.80627200000000000e+08,-1.97268632471596639e+35,6.76644018083673836e-13,1.17410249660432384e+17,3.18360656733701240e+31,0.00000000000000000e+00,1.72297927598064768e+17,1.50861297265461516e+09,4.48691561916394520e+09,0.00000000000000000e+00,4.48691561916394520e+09
77976,2.80713600000000000e+08,-1.97268632471590330e+35,6.44663330661808654e-13,1.24130464729399296e+17,3.18360656733701330e+31,0.00000000000000000e+00,1.83473542826270048e+17,1.50861297265461516e+09,4.48829705870187092e+09,0.00000000000000000e+00,4.48829705870187092e+09
78000,2.80800000000000000e+08,-1.97268632471584833e+35,6.16797117645095627e-13,1.19908340078739456e+17,3.18360656733701555e+31,0.00000000000000000e+00,1.98050402132669088e+17,1.50861297265461540e+09,4.48967849823979092e+09,0.00000000000000000e+00,4.48967849823979092e+09
78024,2.80886400000000000e+08,-1.97268632471580074e+35,5.92671335905793852e-13,1.22934196078379008e+17,3.18360656733701780e+31,0.00000000000000000e+00,2.18093264295988768e+17,1.50861297265461516e+09,4.49105993777771187e+09,0.00000000000000000e+00,4.49105993777771187e+09
78048,2.80972800000000000e+08,-1.97268632471576606e+35,5.75091308901961514e-13,1.25924867705929728e+17,3.18360656733701960e+31,0.00000000000000000e+00,2.34784618958366912e+17,1.50861297265461516e+09,4.49244137731563187e+09,0.00000000000000000e+00,4.49244137731563187e+09
78072,2.81059200000000000e+08,-1.97268632471573876e+35,5.61251713175540327e-13,1.31237707891343360e+17,3.18360656733701825e+31,0.00000000000000000e+00,2.26534912356378368e+17,1.50861297265461540e+09,4.49382281685355186e+09,0.00000000000000000e+00,4.49382281685355186e+09
78096,2.81145600000000000e+08,-1.97268632471572474e+35,5.54144893748459232e-13,1.26311895798906880e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.31207418517369056e+17,1.50861297265461612e+09,4.49520425639147282e+09,0.00000000000000000e+00,4.49520425639147282e+09
78120,2.81232000000000000e+08,-1.97268632471572105e+35,5.52274678109753606e-13,1.21526821194825728e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.28628396370335168e+17,1.50861297265461636e+09,4.49658569592939186e+09,0.00000000000000000e+00,4.49658569592939186e+09
78144,2.81318400000000000e+08,-1.97268632471572252e+35,5.53022764365235917e-13,1.22300877380780032e+17,3.18360656733702096e+31,0.00000000000000000e+00,2.44461341366227328e+17,1.50861297265461612e+09,4.49796713546730995e+09,0.00000000000000000e+00,4.49796713546730995e+09
78168,2.81404800000000000e+08,-1.97268632471574023e+35,5.61999799431022638e-13,1.10936325196087296e+17,3.18360656733701960e+31,0.00000000000000000e+00,2.27098245789529760e+17,1.50861297265461731e+09,4.49934857500522995e+09,0.00000000000000000e+00,4.49934857500522995e+09
78192,2.81491200000000000e+08,-1.97268632471576200e+35,5.73034071699385437e-13,1.22511983613313024e+17,3.18360656733702141e+31,0.00000000000000000e+00,2.48475064856983456e+17,1.50861297265461755e+09,4.50073001454315376e+09,0.00000000000000000e+00,4.50073001454315376e+09
78216,2.81577600000000000e+08,-1.97268632471579557e+35,5.90053034011606117e-13,1.15404740451368960e+17,3.18360656733702186e+31,0.00000000000000000e+00,2.49030760302849920e+17,1.50861297265461755e+09,4.50211145408107376e+09,0.00000000000000000e+00,4.50211145408107376e+09
78240,2.81664000000000000e+08,-1.97268632471584464e+35,6.14926902006390102e-13,1.10690034591465472e+17,3.18360656733702051e+31,0.00000000000000000e+00,2.34882656829291584e+17,1.50861297265461659e+09,4.50349289361899567e+09,0.00000000000000000e+00,4.50349289361899567e+09
78264,2.81750400000000000e+08,-1.97268632471589777e+35,6.41858007203750266e-13,1.17902830869676032e+17,3.18360656733702231e+31,0.00000000000000000e+00,2.54179270469117152e+17,1.50861297265461636e+09,4.50487433315691280e+09,0.00000000000000000e+00,4.50487433315691280e+09
78288,2.81836800000000000e+08,-1.97268632471596159e+35,6.74212737753356553e-13,1.06960491150049280e+17,3.18360656733702005e+31,0.00000000000000000e+00,2.29155899148275040e+17,1.50861297265461636e+09,4.50625577269483185e+09,0.00000000000000000e+00,4.50625577269483185e+09
78312,2.81923200000000000e+08,-1.97268632471603095e+35,7.09372791761021228e-13,1.09458581568356352e+17,3.18360656733701960e+31,0.00000000000000000e+00,2.26380047865588544e+17,1.50861297265461659e+09,4.50763721223275089e+09,0.00000000000000000e+00,4.50763721223275089e+09
78336,2.82009600000000000e+08,-1.97268632471611212e+35,7.50517535812543684e-13,1.07523441103470592e+17,3.18360656733702005e+31,0.00000000000000000e+00,2.29419201101664864e+17,1.50861297265461636e+09,4.50901865177067184e+09,0.00000000000000000e+00,4.50901865177067184e+09
78360,2.82096000000000000e+08,-1.97268632471620620e+35,7.98208034599535577e-13,1.12202962591285248e+17,3.18360656733702005e+31,0.00000000000000000e+00,2.31649269935512608e+17,1.50861297265461707e+09,4.51040009130858994e+09,0.00000000000000000e+00,4.51040009130858994e+09
78384,2.82182400000000000e+08,-1.97268632471629880e+35,8.45150447131045261e-13,1.08473419149869056e+17,3.18360656733702141e+31,0.00000000000000000e+00,2.41861849800411104e+17,1.50861297265461731e+09,4.51178153084651089e+09,0.00000000000000000e+00,4.51178153084651089e+09
78408,2.82268800000000000e+08,-1.97268632471640247e+35,8.97703506578671721e-13,1.20295368171716608e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.27976207005732928e+17,1.50861297265461731e+09,4.51316297038442993e+09,0.00000000000000000e+00,4.51316297038442993e+09
78432,2.82355200000000000e+08,-1.97268632471651241e+35,9.53435932612097573e-13,1.18712071427719168e+17,3.18360656733701960e+31,0.00000000000000000e+00,2.30996322254986400e+17,1.50861297265461707e+09,4.51454440992234802e+09,0.00000000000000000e+00,4.51454440992234802e+09
78456,2.82441600000000000e+08,-1.97268632471662715e+35,1.01159963897584071e-12,1.16354718497767424e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.25921658709045952e+17,1.50861297265461659e+09,4.51592584946026802e+09,0.00000000000000000e+00,4.51592584946026802e+09
78480,2.82528000000000000e+08,-1.97268632471674964e+35,1.07369079818086555e-12,1.11604828265775104e+17,3.18360656733702096e+31,0.00000000000000000e+00,2.39289532798030464e+17,1.50861297265461659e+09,4.51730728899818516e+09,0.00000000000000000e+00,4.51730728899818516e+09
78504,2.82614400000000000e+08,-1.97268632471687249e+35,1.13596897894976084e-12,1.15932506032701440e+17,3.18360656733702005e+31,0.00000000000000000e+00,2.33478533065498304e+17,1.50861297265461612e+09,4.51868872853610420e+09,0.00000000000000000e+00,4.51868872853610420e+09
78528,2.82700800000000000e+08,-1.97268632471699756e+35,1.19936928910187944e-12,1.09951162777600000e+17,3.18360656733701870e+31,0.00000000000000000e+00,2.18786262678870752e+17,1.50861297265461540e+09,4.52007016807402420e+09,0.00000000000000000e+00,4.52007016807402420e+09
78552,2.82787200000000000e+08,-1.97268632471712853e+35,1.26576194427592709e-12,1.17093590311632896e+17,3.18360656733701960e+31,0.00000000000000000e+00,2.30168750886687840e+17,1.50861297265461421e+09,4.52145160761193943e+09,0.00000000000000000e+00,4.52145160761193943e+09
78576,2.82873600000000000e+08,-1.97268632471726172e+35,1.33327672883319805e-12,1.06643831801249792e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.21077095644042688e+17,1.50861297265461445e+09,4.52283304714986324e+09,0.00000000000000000e+00,4.52283304714986324e+09
78600,2.82960000000000000e+08,-1.97268632471738900e+35,1.39779916836853997e-12,1.11499275149508608e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.23459758605476352e+17,1.50861297265461397e+09,4.52421448668778515e+09,0.00000000000000000e+00,4.52421448668778515e+09
78624,2.83046400000000000e+08,-1.97268632471752477e+35,1.46662310387290490e-12,9.71792357093539840e+16,3.18360656733701960e+31,0.00000000000000000e+00,2.20704664304413408e+17,1.50861297265461493e+09,4.52559592622570610e+09,0.00000000000000000e+00,4.52559592622570610e+09
78648,2.83132800000000000e+08,-1.97268632471765685e+35,1.53357682373856411e-12,1.08754894126579712e+17,3.18360656733701870e+31,0.00000000000000000e+00,2.18187528372556416e+17,1.50861297265461564e+09,4.52697736576362610e+09,0.00000000000000000e+00,4.52697736576362610e+09
78672,2.83219200000000000e+08,-1.97268632471778893e+35,1.60053054360422331e-12,1.10830772079820800e+17,3.18360656733701915e+31,0.00000000000000000e+00,2.23126949060307648e+17,1.50861297265461612e+09,4.52835880530154514e+09,0.00000000000000000e+00,4.52835880530154514e+09
78696,2.83305600000000000e+08,-1.97268632471792470e+35,1.66935447910858824e-12,1.02069863429701632e+17,3.18360656733701960e+31,0.00000000000000000e+00,2.22901327975468960e+17,1.50861297265461493e+09,4.52974024483946514e+09,0.00000000000000000e+00,4.52974024483946514e+09
78720,2.83392000000000000e+08,-1.97268632471805309e+35,1.73443798333554192e-12,9.09867862217195520e+16,3.18360656733701870e+31,0.00000000000000000e+00,2.09897036205370080e+17,1.50861297265461516e+09,4.53112168437738514e+09,0.00000000000000000e+00,4.53112168437738514e+09
78744,2.83478400000000000e+08,-1.97268632471818258e+35,1.80008255225410735e-12,8.50054429666181120e+16,3.18360656733702005e+31,0.00000000000000000e+00,2.19767615406241312e+17,1.50861297265461445e+09,4.53250312391530132e+09,0.00000000000000000e+00,4.53250312391530132e+09
78768,2.83564800000000000e+08,-1.97268632471830470e+35,1.86198668989526134e-12,8.26480900366663680e+16,3.18360656733701960e+31,0.00000000000000000e+00,2.14703171330510496e+17,1.50861297265461445e+09,4.53388456345322323e+09,0.00000000000000000e+00,4.53388456345322323e+09
78792,2.83651200000000000e+08,-1.97268632471842386e+35,1.92239465502545151e-12,9.08460487333642240e+16,3.18360656733702005e+31,0.00000000000000000e+00,2.22092062032526112e+17,1.50861297265461493e+09,4.53526600299113941e+09,0.00000000000000000e+00,4.53526600299113941e+09
78816,2.83737600000000000e+08,-1.97268632471853639e+35,1.97943623200597113e-12,7.87426247348060160e+16,3.18360656733701870e+31,0.00000000000000000e+00,2.04886728440297056e+17,1.50861297265461445e+09,4.53664744252905941e+09,0.00000000000000000e+00,4.53664744252905941e+09
78840,2.83824000000000000e+08,-1.97268632471864855e+35,2.03629078742262029e-12,5.69986827839078400e+16,3.18360656733701870e+31,0.00000000000000000e+00,1.97552576242230016e+17,1.50861297265461493e+09,4.53802888206697655e+09,0.00000000000000000e+00,4.53802888206697655e+09
78864,2.83910400000000000e+08,-1.97268632471874853e+35,2.08697363123154133e-12,5.93912200859484160e+16,3.18360656733701960e+31,0.00000000000000000e+00,2.06867256993384992e+17,1.50861297265461421e+09,4.53941032160489655e+09,0.00000000000000000e+00,4.53941032160489655e+09
78888,2.83996800000000000e+08,-1.97268632471884998e+35,2.13840456129594417e-12,4.83785116221440000e+16,3.18360656733702005e+31,0.00000000000000000e+00,2.08356328999549600e+17,1.50861297265461326e+09,4.54079176114281845e+09,0.00000000000000000e+00,4.54079176114281845e+09
78912,2.84083200000000000e+08,-1.97268632471893373e+35,2.18085845629456049e-12,5.08766020404510720e+16,3.18360656733701915e+31,0.00000000000000000e+00,2.00226381858970752e+17,1.50861297265461302e+09,4.54217320068073559e+09,0.00000000000000000e+00,4.54217320068073559e+09
78936,2.84169600000000000e+08,-1.97268632471901564e+35,2.22237724347382416e-12,4.38045432505958400e+16,3.18360656733701870e+31,0.00000000000000000e+00,1.94157174861592128e+17,1.50861297265461302e+09,4.54355464021865559e+09,0.00000000000000000e+00,4.54355464021865559e+09
78960,2.84256000000000000e+08,-1.97268632471909164e+35,2.26090368563115857e-12,3.95472342278471680e+16,3.18360656733701915e+31,0.00000000000000000e+00,1.97651610396232672e+17,1.50861297265461278e+09,4.54493607975657558e+09,0.00000000000000000e+00,4.54493607975657558e+09
78984,2.84342400000000000e+08,-1.97268632471915362e+35,2.29232330836141220e-12,4.39100963668623360e+16,3.18360656733701960e+31,0.00000000000000000e+00,2.02965123988375808e+17,1.50861297265461206e+09,4.54631751929449463e+09,0.00000000000000000e+00,4.54631751929449463e+09
79008,2.84428800000000000e+08,-1.97268632471920859e+35,2.32018952137812523e-12,4.67248461339688960e+16,3.18360656733701915e+31,0.00000000000000000e+00,1.99211913808875904e+17,1.50861297265461087e+09,4.54769895883241177e+09,0.00000000000000000e+00,4.54769895883241177e+09
