step,time_seconds,total_energy,relative_energy_drift,momentum_x,momentum_y,momentum_z,momentum_drift,center_of_mass_x,center_of_mass_y,center_of_mass_z,center_of_mass_drift
50856,1.83081600000000000e+08,-1.97268632471412872e+35,2.54910391555568642e-13,-1.89256737465827328e+17,3.18360656733698358e+31,0.00000000000000000e+00,2.49206973262269792e+17,1.50861297265461755e+09,2.92727038085232210e+09,0.00000000000000000e+00,2.92727038085232210e+09
50880,1.83168000000000000e+08,-1.97268632471422059e+35,2.08342022151800063e-13,-1.87849362582274048e+17,3.18360656733698222e+31,0.00000000000000000e+00,2.57171009310382528e+17,1.50861297265461779e+09,2.92865182039024210e+09,0.00000000000000000e+00,2.92865182039024210e+09
50904,1.83254400000000000e+08,-1.97268632471432131e+35,1.57285135215138099e-13,-1.89925240535515136e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.68048069445229984e+17,1.50861297265461659e+09,2.93003325992816401e+09,0.00000000000000000e+00,2.93003325992816401e+09
50928,1.83340800000000000e+08,-1.97268632471442756e+35,1.03422924820417796e-13,-1.86811423605653504e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.65850857682296128e+17,1.50861297265461731e+09,2.93141469946608448e+09,0.00000000000000000e+00,2.93141469946608448e+09
50952,1.83427200000000000e+08,-1.97268632471453714e+35,4.78775203508624902e-14,-1.86969753280053248e+17,3.18360656733698222e+31,0.00000000000000000e+00,2.56529206229540608e+17,1.50861297265461731e+09,2.93279613900400352e+09,0.00000000000000000e+00,2.93279613900400352e+09
50976,1.83513600000000000e+08,-1.97268632471466147e+35,1.51487466735150858e-14,-1.86582725187076096e+17,3.18360656733698358e+31,0.00000000000000000e+00,2.47182354112441696e+17,1.50861297265461826e+09,2.93417757854192400e+09,0.00000000000000000e+00,2.93417757854192400e+09
51000,1.83600000000000000e+08,-1.97268632471477953e+35,7.49956471120932001e-14,-1.86582725187076096e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.62503035948109408e+17,1.50861297265461659e+09,2.93555901807984066e+09,0.00000000000000000e+00,2.93555901807984066e+09
51024,1.83686400000000000e+08,-1.97268632471490902e+35,1.40640216030658574e-13,-1.87040122024230912e+17,3.18360656733698177e+31,0.00000000000000000e+00,2.59684159341076992e+17,1.50861297265461707e+09,2.93694045761776018e+09,0.00000000000000000e+00,2.93694045761776018e+09
51048,1.83772800000000000e+08,-1.97268632471503520e+35,2.04601590874388912e-13,-1.85738300256944128e+17,3.18360656733698132e+31,0.00000000000000000e+00,2.61903506517337760e+17,1.50861297265461659e+09,2.93832189715568113e+09,0.00000000000000000e+00,2.93832189715568113e+09
51072,1.83859200000000000e+08,-1.97268632471516912e+35,2.72490418559400979e-13,-1.84577215978012672e+17,3.18360656733697997e+31,0.00000000000000000e+00,2.70805268875743200e+17,1.50861297265461612e+09,2.93970333669360065e+09,0.00000000000000000e+00,2.93970333669360065e+09
51096,1.83945600000000000e+08,-1.97268632471530526e+35,3.41501375627636361e-13,-1.84084634768769024e+17,3.18360656733698042e+31,0.00000000000000000e+00,2.67187814308779840e+17,1.50861297265461612e+09,2.94108477623152018e+09,0.00000000000000000e+00,2.94108477623152018e+09
51120,1.84032000000000000e+08,-1.97268632471544508e+35,4.12382548334577318e-13,-1.84014266024591360e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.63892820367304864e+17,1.50861297265461659e+09,2.94246621576943874e+09,0.00000000000000000e+00,2.94246621576943874e+09
51144,1.84118400000000000e+08,-1.97268632471558454e+35,4.83076699477647672e-13,-1.82149494303883264e+17,3.18360656733698042e+31,0.00000000000000000e+00,2.65858258536973696e+17,1.50861297265461612e+09,2.94384765530735970e+09,0.00000000000000000e+00,2.94384765530735970e+09
51168,1.84204800000000000e+08,-1.97268632471572142e+35,5.52461699673624159e-13,-1.85474417466277888e+17,3.18360656733698087e+31,0.00000000000000000e+00,2.64913061352770368e+17,1.50861297265461564e+09,2.94522909484527922e+09,0.00000000000000000e+00,2.94522909484527922e+09
51192,1.84291200000000000e+08,-1.97268632471586235e+35,6.23903937072176824e-13,-1.86653093931253760e+17,3.18360656733697907e+31,0.00000000000000000e+00,2.78849343186309792e+17,1.50861297265461659e+09,2.94661053438319874e+09,0.00000000000000000e+00,2.94661053438319874e+09
51216,1.84377600000000000e+08,-1.97268632471600107e+35,6.94224045087506073e-13,-1.90699296721469440e+17,3.18360656733697727e+31,0.00000000000000000e+00,2.95080066726290752e+17,1.50861297265461612e+09,2.94799197392111731e+09,0.00000000000000000e+00,2.94799197392111731e+09
51240,1.84464000000000000e+08,-1.97268632471613647e+35,7.62860959028000350e-13,-1.87304004814897152e+17,3.18360656733697817e+31,0.00000000000000000e+00,2.86030526249406560e+17,1.50861297265461659e+09,2.94937341345903778e+09,0.00000000000000000e+00,2.94937341345903778e+09
51264,1.84550400000000000e+08,-1.97268632471626892e+35,8.30001700457530206e-13,-1.89854871791337472e+17,3.18360656733697637e+31,0.00000000000000000e+00,3.01477209604937280e+17,1.50861297265461636e+09,2.95075485299695683e+09,0.00000000000000000e+00,2.95075485299695683e+09
51288,1.84636800000000000e+08,-1.97268632471640063e+35,8.96768398759318958e-13,-1.86336434582454272e+17,3.18360656733697727e+31,0.00000000000000000e+00,2.92279473897895232e+17,1.50861297265461612e+09,2.95213629253487778e+09,0.00000000000000000e+00,2.95213629253487778e+09
51312,1.84723200000000000e+08,-1.97268632471652164e+35,9.58111471708861486e-13,-1.87110490768408576e+17,3.18360656733697952e+31,0.00000000000000000e+00,2.75830047679706816e+17,1.50861297265461636e+09,2.95351773207279825e+09,0.00000000000000000e+00,2.95351773207279825e+09
51336,1.84809600000000000e+08,-1.97268632471664597e+35,1.02113773873323899e-12,-1.88306759419428864e+17,3.18360656733697727e+31,0.00000000000000000e+00,2.93539536778567232e+17,1.50861297265461636e+09,2.95489917161071825e+09,0.00000000000000000e+00,2.95489917161071825e+09
51360,1.84896000000000000e+08,-1.97268632471676108e+35,1.07948846666085278e-12,-1.86230881466187776e+17,3.18360656733697547e+31,0.00000000000000000e+00,3.06309398510593472e+17,1.50861297265461636e+09,2.95628061114863682e+09,0.00000000000000000e+00,2.95628061114863682e+09
51384,1.84982400000000000e+08,-1.97268632471686844e+35,1.13391174174718466e-12,-1.85122573745389568e+17,3.18360656733697772e+31,0.00000000000000000e+00,2.88042414877539968e+17,1.50861297265461659e+09,2.95766205068655825e+09,0.00000000000000000e+00,2.95766205068655825e+09
51408,1.85068800000000000e+08,-1.97268632471697211e+35,1.18646480119481102e-12,-1.90558559233114112e+17,3.18360656733697682e+31,0.00000000000000000e+00,2.98441136367120576e+17,1.50861297265461755e+09,2.95904349022447681e+09,0.00000000000000000e+00,2.95904349022447681e+09
51432,1.85155200000000000e+08,-1.97268632471706323e+35,1.23265912747083859e-12,-1.82589298954993664e+17,3.18360656733697502e+31,0.00000000000000000e+00,3.07722506723057792e+17,1.50861297265461659e+09,2.96042492976239967e+09,0.00000000000000000e+00,2.96042492976239967e+09
51456,1.85241600000000000e+08,-1.97268632471715178e+35,1.27754430279977220e-12,-1.81674505280684032e+17,3.18360656733697322e+31,0.00000000000000000e+00,3.21883043510050048e+17,1.50861297265461707e+09,2.96180636930031824e+09,0.00000000000000000e+00,2.96180636930031824e+09
51480,1.85328000000000000e+08,-1.97268632471722778e+35,1.31607074495710682e-12,-1.80513421001752576e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.13819444846905920e+17,1.50861297265461731e+09,2.96318780883823776e+09,0.00000000000000000e+00,2.96318780883823776e+09
51504,1.85414400000000000e+08,-1.97268632471730046e+35,1.35291399303960637e-12,-1.83205025466548224e+17,3.18360656733697322e+31,0.00000000000000000e+00,3.22749359699612800e+17,1.50861297265461826e+09,2.96456924837616014e+09,0.00000000000000000e+00,2.96456924837616014e+09
51528,1.85500800000000000e+08,-1.97268632471735801e+35,1.38208935700341336e-12,-1.86019775233654784e+17,3.18360656733697457e+31,0.00000000000000000e+00,3.13383141370162240e+17,1.50861297265461779e+09,2.96595068791407967e+09,0.00000000000000000e+00,2.96595068791407967e+09
51552,1.85587200000000000e+08,-1.97268632471740450e+35,1.40565407405110338e-12,-1.84436478489657344e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.16092333662064832e+17,1.50861297265461731e+09,2.96733212745199823e+09,0.00000000000000000e+00,2.96733212745199823e+09
51576,1.85673600000000000e+08,-1.97268632471744028e+35,1.42379516574654747e-12,-1.87374373559074816e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.32535715377827648e+17,1.50861297265461636e+09,2.96871356698991919e+09,0.00000000000000000e+00,2.96871356698991919e+09
51600,1.85760000000000000e+08,-1.97268632471747091e+35,1.43931795554780363e-12,-1.87145675140497408e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.17680739935641792e+17,1.50861297265461636e+09,2.97009500652783775e+09,0.00000000000000000e+00,2.97009500652783775e+09
51624,1.85846400000000000e+08,-1.97268632471748714e+35,1.44754690435810814e-12,-1.83117064536326144e+17,3.18360656733697592e+31,0.00000000000000000e+00,3.00840735109224512e+17,1.50861297265461612e+09,2.97147644606575727e+09,0.00000000000000000e+00,2.97147644606575727e+09
51648,1.85932800000000000e+08,-1.97268632471748972e+35,1.44885605530520191e-12,-1.84893875326812160e+17,3.18360656733697637e+31,0.00000000000000000e+00,2.98377915908065920e+17,1.50861297265461493e+09,2.97285788560367584e+09,0.00000000000000000e+00,2.97285788560367584e+09
51672,1.86019200000000000e+08,-1.97268632471748419e+35,1.44605073184714372e-12,-1.85087389373300736e+17,3.18360656733697457e+31,0.00000000000000000e+00,3.12830590291415488e+17,1.50861297265461421e+09,2.97423932514159632e+09,0.00000000000000000e+00,2.97423932514159632e+09
51696,1.86105600000000000e+08,-1.97268632471746390e+35,1.43576454583426304e-12,-1.84717953466368000e+17,3.18360656733697502e+31,0.00000000000000000e+00,3.08990309530654400e+17,1.50861297265461397e+09,2.97562076467951488e+09,0.00000000000000000e+00,2.97562076467951488e+09
51720,1.86192000000000000e+08,-1.97268632471743291e+35,1.42005473446913622e-12,-1.84735545652412416e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.16266929396291520e+17,1.50861297265461445e+09,2.97700220421743441e+09,0.00000000000000000e+00,2.97700220421743441e+09
51744,1.86278400000000000e+08,-1.97268632471738716e+35,1.39686406054918731e-12,-1.84225372257124352e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.15969201957311552e+17,1.50861297265461373e+09,2.97838364375535488e+09,0.00000000000000000e+00,2.97838364375535488e+09
51768,1.86364800000000000e+08,-1.97268632471733329e+35,1.36955891222408604e-12,-1.82413377094549504e+17,3.18360656733697187e+31,0.00000000000000000e+00,3.33526944427995712e+17,1.50861297265461421e+09,2.97976508329327631e+09,0.00000000000000000e+00,2.97976508329327631e+09
51792,1.86451200000000000e+08,-1.97268632471726725e+35,1.33608205229125644e-12,-1.83328170768859136e+17,3.18360656733697142e+31,0.00000000000000000e+00,3.37801867837271552e+17,1.50861297265461540e+09,2.98114652283119488e+09,0.00000000000000000e+00,2.98114652283119488e+09
51816,1.86537600000000000e+08,-1.97268632471719015e+35,1.29699454544231006e-12,-1.84155003512946688e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.30732386460777792e+17,1.50861297265461493e+09,2.98252796236911535e+09,0.00000000000000000e+00,2.98252796236911535e+09
51840,1.86624000000000000e+08,-1.97268632471710382e+35,1.25323149949659977e-12,-1.86107736163876864e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.31823651349976960e+17,1.50861297265461516e+09,2.98390940190703726e+09,0.00000000000000000e+00,2.98390940190703726e+09
51864,1.86710400000000000e+08,-1.97268632471700420e+35,1.20273567725154959e-12,-1.85984590861565952e+17,3.18360656733697277e+31,0.00000000000000000e+00,3.28034971628163584e+17,1.50861297265461540e+09,2.98529084144495678e+09,0.00000000000000000e+00,2.98529084144495678e+09
51888,1.86796800000000000e+08,-1.97268632471689611e+35,1.14793835903747640e-12,-1.86336434582454272e+17,3.18360656733697277e+31,0.00000000000000000e+00,3.28234582922103552e+17,1.50861297265461493e+09,2.98667228098287535e+09,0.00000000000000000e+00,2.98667228098287535e+09
51912,1.86883200000000000e+08,-1.97268632471677657e+35,1.08734337234341618e-12,-1.85492009652322304e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.16709384842194880e+17,1.50861297265461540e+09,2.98805372052079535e+09,0.00000000000000000e+00,2.98805372052079535e+09
51936,1.86969600000000000e+08,-1.97268632471664486e+35,1.02057667404162743e-12,-1.85579970582544384e+17,3.18360656733697322e+31,0.00000000000000000e+00,3.24103368251132992e+17,1.50861297265461540e+09,2.98943516005871439e+09,0.00000000000000000e+00,2.98943516005871439e+09
51960,1.87056000000000000e+08,-1.97268632471650799e+35,9.51191673845650943e-13,-1.83504092629303296e+17,3.18360656733697142e+31,0.00000000000000000e+00,3.37897374551205120e+17,1.50861297265461564e+09,2.99081659959663630e+09,0.00000000000000000e+00,2.99081659959663630e+09
51984,1.87142400000000000e+08,-1.97268632471635672e+35,8.74512832658722708e-13,-1.81762466210906112e+17,3.18360656733697277e+31,0.00000000000000000e+00,3.25659743745242176e+17,1.50861297265461516e+09,2.99219803913455629e+09,0.00000000000000000e+00,2.99219803913455629e+09
52008,1.87228800000000000e+08,-1.97268632471620103e+35,7.95589732705347741e-13,-1.85826261187166208e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.31665864209732608e+17,1.50861297265461493e+09,2.99357947867247677e+09,0.00000000000000000e+00,2.99357947867247677e+09
52032,1.87315200000000000e+08,-1.97268632471603022e+35,7.08998748633280123e-13,-1.85474417466277888e+17,3.18360656733697502e+31,0.00000000000000000e+00,3.09443126576599552e+17,1.50861297265461493e+09,2.99496091821039724e+09,0.00000000000000000e+00,2.99496091821039724e+09
52056,1.87401600000000000e+08,-1.97268632471586087e+35,6.23155850816694614e-13,-1.87691032907874304e+17,3.18360656733697412e+31,0.00000000000000000e+00,3.18002315457433472e+17,1.50861297265461540e+09,2.99634235774831724e+09,0.00000000000000000e+00,2.99634235774831724e+09
52080,1.87488000000000000e+08,-1.97268632471567751e+35,5.30206133573028009e-13,-1.87691032907874304e+17,3.18360656733697502e+31,0.00000000000000000e+00,3.10776789488969152e+17,1.50861297265461540e+09,2.99772379728623915e+09,0.00000000000000000e+00,2.99772379728623915e+09
52104,1.87574400000000000e+08,-1.97268632471549009e+35,4.35199179126785226e-13,-1.89854871791337472e+17,3.18360656733697367e+31,0.00000000000000000e+00,3.22916240300158016e+17,1.50861297265461516e+09,2.99910523682415771e+09,0.00000000000000000e+00,2.99910523682415771e+09
52128,1.87660800000000000e+08,-1.97268632471529603e+35,3.36825836530872448e-13,-1.92159448163155968e+17,3.18360656733697322e+31,0.00000000000000000e+00,3.27915113022684736e+17,1.50861297265461493e+09,3.00048667636207867e+09,0.00000000000000000e+00,3.00048667636207867e+09
52152,1.87747200000000000e+08,-1.97268632471510013e+35,2.37517386115606907e-13,-1.92053895046889472e+17,3.18360656733697232e+31,0.00000000000000000e+00,3.35194786262957120e+17,1.50861297265461540e+09,3.00186811589999580e+09,0.00000000000000000e+00,3.00186811589999580e+09
52176,1.87833600000000000e+08,-1.97268632471489980e+35,1.35964676933894661e-13,-1.91719643512045568e+17,3.18360656733697187e+31,0.00000000000000000e+00,3.38706368739684096e+17,1.50861297265461564e+09,3.00324955543791676e+09,0.00000000000000000e+00,3.00324955543791676e+09
52200,1.87920000000000000e+08,-1.97268632471469725e+35,3.32898383689590745e-14,-1.93795521465286656e+17,3.18360656733697097e+31,0.00000000000000000e+00,3.47323269990019008e+17,1.50861297265461493e+09,3.00463099497583628e+09,0.00000000000000000e+00,3.00463099497583628e+09
52224,1.88006400000000000e+08,-1.97268632471449286e+35,7.03201080153292870e-14,-1.95677885372039168e+17,3.18360656733696916e+31,0.00000000000000000e+00,3.63422201896029248e+17,1.50861297265461540e+09,3.00601243451375580e+09,0.00000000000000000e+00,3.00601243451375580e+09
52248,1.88092800000000000e+08,-1.97268632471428810e+35,1.74117075963488201e-13,-1.98492635139145728e+17,3.18360656733697097e+31,0.00000000000000000e+00,3.49965821104060480e+17,1.50861297265461516e+09,3.00739387405167580e+09,0.00000000000000000e+00,3.00739387405167580e+09
52272,1.88179200000000000e+08,-1.97268632471408556e+35,2.76791914528423787e-13,-1.97208405557903360e+17,3.18360656733696826e+31,0.00000000000000000e+00,3.71853415044939008e+17,1.50861297265461564e+09,3.00877531358959627e+09,0.00000000000000000e+00,3.00877531358959627e+09
52296,1.88265600000000000e+08,-1.97268632471388006e+35,3.80962925604323794e-13,-1.95941768162705408e+17,3.18360656733696961e+31,0.00000000000000000e+00,3.59778978292951040e+17,1.50861297265461540e+09,3.01015675312751627e+09,0.00000000000000000e+00,3.01015675312751627e+09
52320,1.88352000000000000e+08,-1.97268632471367973e+35,4.82515634786036015e-13,-1.98105607046168576e+17,3.18360656733697052e+31,0.00000000000000000e+00,3.53467130181236608e+17,1.50861297265461612e+09,3.01153819266543674e+09,0.00000000000000000e+00,3.01153819266543674e+09
52344,1.88438400000000000e+08,-1.97268632471348051e+35,5.83507279276136578e-13,-1.97753763325280256e+17,3.18360656733696871e+31,0.00000000000000000e+00,3.68335584803174528e+17,1.50861297265461612e+09,3.01291963220335627e+09,0.00000000000000000e+00,3.01291963220335627e+09
52368,1.88524800000000000e+08,-1.97268632471328313e+35,6.83563815946884379e-13,-1.96838969650970624e+17,3.18360656733697097e+31,0.00000000000000000e+00,3.49030556985793088e+17,1.50861297265461612e+09,3.01430107174127817e+09,0.00000000000000000e+00,3.01430107174127817e+09
52392,1.88611200000000000e+08,-1.97268632471309497e+35,7.78944813520868267e-13,-1.98985216348389376e+17,3.18360656733697006e+31,0.00000000000000000e+00,3.57694412255380352e+17,1.50861297265461636e+09,3.01568251127919722e+09,0.00000000000000000e+00,3.01568251127919722e+09
